player_id,position,test_date,concentric_peak_force,concentric_mean_power_bm,countermovement_depth,rsi_modified
2993,Pivot,2021-02-21,294.906177022072,34.265,-31.0318245139585,63.6954730547653
2993,Pivot,2021-02-23,281.650180481144,31.5592,-31.3578262710881,60.4346469798809
2993,Pivot,2021-02-26,280.992719142992,30.7928,-32.0625052586578,63.3669721582731
2993,Pivot,2021-03-06,279.201661370193,29.3046,-31.7089176535272,57.8807971397209
2993,Pivot,2021-03-10,270.922395940017,30.2782,-29.2103122544666,60.0185495311018
2993,Pivot,2021-03-25,278.25836855919,32.7238,-26.5546963719713,67.5875221678252
2993,Pivot,2021-05-17,274.565298766678,30.4971666666667,-25.6449613161561,53.847266734951
2993,Pivot,2021-06-29,270.06842629381,35.0605,-23.1911790565395,75.2092910332645
2993,Pivot,2021-07-21,279.415740384907,37.71225,-22.3753509661626,83.4214321326657
3045,Base,2021-04-08,282.801006467036,33.882,-30.4342385755076,68.6607378559102
3045,Base,2021-04-16,286.786988815095,32.6978,-31.682911906288,61.9260101107281
3045,Base,2021-04-19,284.979098610092,34.9848,-30.3126664141353,73.8776905951533
3045,Base,2021-04-22,274.312006930043,32.9612,-35.9243007860854,69.3766246867232
3045,Base,2021-04-25,268.10057614509,32.2806,-32.4604375939179,64.3610359823718
3045,Base,2021-05-05,271.092391128089,33.7778,-33.4663504958896,73.3496611236127
3045,Base,2021-05-08,271.001191162181,33.2514,-33.6140798175242,70.1085227899955
3045,Base,2021-05-22,277.674704428191,36.4594,-33.6791451442798,76.7031450100098
3045,Base,2021-05-28,272.78785508515,32.7585,-32.988183905704,67.1630182636427
3045,Base,2021-09-16,273.678810495993,34.314,-31.9395185048336,71.0421083613795
3185,Alero,2021-04-08,281.903299965069,38.536,-23.8470668484949,76.6729787002593
3185,Alero,2021-04-19,262.800487228066,36.7342,-19.6026141708613,71.8319659441913
3185,Alero,2021-04-22,261.112656940019,37.6064,-19.591613205793,66.6029216870079
3185,Alero,2021-04-25,278.345988881921,38.2008,-23.5582968392655,74.0770128821905
3185,Alero,2021-05-08,263.722752352088,37.4976,-19.9317497103166,73.9651315229939
3185,Alero,2021-05-22,270.391805494134,40.487,-19.8869109709118,79.3720165601169
3185,Alero,2021-06-18,276.166383393874,37.2929473684211,-23.1232070670796,68.5546837402129
3185,Alero,2021-07-13,287.557181440019,40.8964,-22.2682561731104,81.5527383491576
3185,Alero,2021-08-19,279.284356999993,40.6304,-21.677306958987,78.7751048136359
3194,Alero,2021-04-05,293.554363691094,37.0522,-33.2375051579527,75.5213806205074
3194,Alero,2021-04-21,286.236651163095,35.151,-30.7720470386642,71.1506435524677
3194,Alero,2021-05-27,295.454554398728,37.7626,-31.0173415050407,76.6482258552823
3194,Alero,2021-06-03,285.09436395835,34.2072,-33.6158116833785,68.2384283074334
3194,Alero,2021-06-09,291.606503300201,36.2036,-32.1221127022526,81.0101205365361
3194,Alero,2021-06-15,296.593047400111,37.6376,-30.6339101801683,80.5515666690239
3194,Alero,2021-11-13,290.038012456595,37.562,-32.6756173687511,77.7107281402969
4317,Pivot,2021-02-18,291.380263745172,37.332,-36.9011322586345,64.7150242180115
4317,Pivot,2021-02-22,282.535429149068,35.3376,-35.671437254798,67.5214429709296
4317,Pivot,2021-02-25,280.755661477018,34.9674,-37.5450042600118,68.7781970718479
4317,Pivot,2021-03-01,285.155362436195,37.9402,-35.8127416476168,79.0959678908693
4317,Pivot,2021-03-06,282.474295440019,36.4272,-38.2787211226449,73.6456388883531
4317,Pivot,2021-03-11,290.996969467071,39.0362,-35.3134811294727,82.0590960503621
4317,Pivot,2021-03-16,291.061162273067,40.0236,-34.2453157132165,81.100830514747
4317,Pivot,2021-03-21,283.122430075019,39.0022,-33.9003218628467,78.704906939678
4317,Pivot,2021-04-22,289.606632063122,41.5404,-28.297656207935,86.5052750508266
4317,Pivot,2021-04-29,291.189821600116,44.3544,-26.284666034405902,98.0504195290457
4317,Pivot,2021-05-05,289.153675907785,42.7346,-26.0976289244669,91.8429214934657
4317,Pivot,2021-05-08,291.216618100034,43.102,-27.618108436667,95.9867317334831
4317,Pivot,2021-05-11,292.12279127202,43.5944,-25.8266075488953,95.8035756952638
4317,Pivot,2021-05-13,295.985958930098,44.7278,-26.8679371384006,97.0199561526474
4317,Pivot,2021-05-16,296.828364762433,44.798,-24.7073019765473,94.0008747516057
4317,Pivot,2021-06-11,281.344789723877,40.1148,-25.2354490776519,86.0106588259363
4317,Pivot,2021-06-29,295.481108342046,44.719,-26.8940645063737,96.1754551617817
4317,Pivot,2021-07-11,297.622014302016,43.5574,-28.0556323150004,92.7981879146606
4317,Pivot,2021-07-18,290.578609536432,43.0474,-26.6141478152996,95.1258851179068
4317,Pivot,2021-09-22,296.743354344189,41.2976,-26.9653931945385,91.0676990787373
5295,Base,2021-02-24,293.61187528607,33.3872,-33.6615826563518,61.5198919357579
5295,Base,2021-03-23,300.297988646098,36.2138,-32.7666056865208,68.7941546489377
5295,Base,2021-04-05,310.783769267102,38.0158,-32.4022896850919,72.2269211939841
5295,Base,2021-04-24,301.86600074507,37.5086,-28.7758102441915,72.8697699654401
5295,Base,2021-05-01,313.55877433953,40.7638,-27.1116992914994,77.4602673692032
5295,Base,2021-05-22,297.76435937662,39.3762,-24.0987472778967,76.9404653696767
5295,Base,2021-06-09,305.832119765123,39.7726,-23.787235835867,77.5322032742662
5295,Base,2021-06-17,306.715970099001,42.3636,-22.8404107252353,85.8092178720424
5295,Base,2021-06-25,312.047902334815,40.382,-25.9027104048876,77.5118004957288
5295,Base,2021-07-11,309.445470876297,40.293909090909096,-27.1730266339697,80.0404538572805
5295,Base,2021-08-07,296.279959696,36.936,-32.5579932168227,76.3262011325668
5295,Base,2021-08-20,298.405212952098,38.0186,-28.4059828834426,76.9306417987686
5295,Base,2021-08-23,307.209448293823,37.4433333333333,-31.9742117485243,74.3084356353692
5503,Base,2021-05-25,249.670788256036,31.7544,-21.745698117302,56.261378080974
5503,Base,2021-07-20,255.652981959842,33.79175,-24.5852374172287,71.7253875294048
5503,Base,2021-09-11,255.907388251832,34.4735454545455,-28.0734207680243,72.4379256769526
5749,Alero,2021-02-24,211.666776651127,26.2998,-33.5591708902552,42.6933692250164
5749,Alero,2021-03-23,214.033393588071,25.7512,-34.4180599916073,37.8311685187351
5749,Alero,2021-04-05,220.873399674113,27.0518,-31.2530392473494,44.7094361695719
5749,Alero,2021-04-18,227.757776555073,30.6602,-30.4178463977503,55.5667381992252
7380,Alero,2021-02-20,262.241679651178,34.6582,-34.3816466354182,75.6680518260978
7380,Alero,2021-02-22,260.256180422063,34.1318,-32.3382011746603,69.324844572415
7380,Alero,2021-02-25,262.813058912644,33.62475,-31.9150147567927,75.0656572070411
7380,Alero,2021-03-01,258.228230246176,32.7122,-34.9083567977092,67.7859528629164
7380,Alero,2021-03-05,254.384757024152,32.4478,-33.5175991237217,68.0322271116957
7380,Alero,2021-03-10,257.569096488108,33.1322,-33.5258938432387,69.1276587598278
7380,Alero,2021-03-23,263.796753909954,34.0418,-31.2603688016949,72.562545146759
7380,Alero,2021-04-17,264.467055752182,31.1018,-34.0604620350729,61.9777232906726
7380,Alero,2021-06-15,268.611284748144,35.6872,-28.2555540345855,73.7453619195126
9012,Alero,2021-02-18,290.500646135995,33.6956,-32.8583663849303,71.4925679947536
9012,Alero,2021-02-22,285.514304533894,32.946,-30.6416834698845,68.90055498767
9012,Alero,2021-03-11,286.785478456071,35.3162,-29.8163658852734,77.1884746075953
9012,Alero,2021-03-16,278.898010655021,33.4276,-28.9056721074557,68.4759736859333
9012,Alero,2021-03-20,296.946618200206,34.977,-31.7526144420582,74.8189440217766
9012,Alero,2021-03-24,285.520346050122,33.3294,-30.8364641892749,71.6875085216835
9012,Alero,2021-04-06,281.920839785902,36.1222,-29.3190515678,80.9728439888125
9012,Alero,2021-04-13,285.387815638066,36.4952,-28.8609125980765,81.4872124861926
9012,Alero,2021-04-25,287.649174226121,37.9936,-28.0036175704013,83.7667075666954
9497,Pivot,2021-01-04,258.450752074177,34.168,-33.095306243041,77.3162408698265
9497,Pivot,2021-03-05,268.359967497978,35.2344,-39.2928654838055,71.5341510413059
9497,Pivot,2021-03-06,271.726913683943,40.2368,-28.7092905024551,89.4533125815862
9497,Pivot,2021-03-07,274.62283960075,39.0518,-31.5219840101744,86.1449056451981
9497,Pivot,2021-03-09,282.988314000283,41.1745,-32.2016840743948,92.125421547254
9497,Pivot,2021-03-10,275.388159545238,39.7906,-31.9255310392207,87.4944563457195
9497,Pivot,2021-03-11,281.011688330192,41.3276,-32.91783325032,89.973518793218
9497,Pivot,2021-03-13,274.347787991044,39.7822,-30.6240827963509,84.438256525014907
9497,Pivot,2021-03-14,277.945927639898,41.321,-31.5656650930765,90.2134415596291
9497,Pivot,2021-03-15,276.544850771849,38.2364,-33.4436238028543,77.3397611712378
9497,Pivot,2021-03-16,277.44132949985,39.7235,-30.6246910284889,87.7609708904895
9497,Pivot,2021-03-17,280.503221852797,39.8814,-33.143412685649,81.862414593161
9497,Pivot,2021-03-19,288.685895373429,41.6223333333333,-33.1977149079487,93.5599303787411
9497,Pivot,2021-03-20,281.901689797645,40.7182,-34.2236874559348,90.8031934820681
9497,Pivot,2021-03-21,280.385190671191,39.7644,-32.5623250083497,88.1831645223822
9497,Pivot,2021-03-22,274.55972745009,37.713,-35.199753147096,82.0767828447591
9497,Pivot,2021-03-23,280.46553795221803,39.849,-34.3186301830138,90.2720208460117
9497,Pivot,2021-03-24,277.18491811244,39.954875,-34.2252668349266,87.4395615842812
9497,Pivot,2021-04-22,270.350326102852,39.639,-32.1026237899008,89.9302255361844
9497,Pivot,2021-04-24,282.942924355344,40.70325,-34.2381526697746,91.468566789741
9497,Pivot,2021-04-25,278.379779874967,40.958,-33.5033303672788,94.4737497073586
9497,Pivot,2021-04-26,267.537355539971,36.935,-31.3888394210829,78.6279114830117
9497,Pivot,2021-04-27,274.034635372594,39.4775,-32.4627593385517,86.4482407287525
9497,Pivot,2021-04-29,278.802025671037,41.916,-28.3506966741149,101.373106242732
9497,Pivot,2021-04-30,282.825992318589,44.1915,-27.6488866513705,107.91322440481
9497,Pivot,2021-05-01,269.167910234053,40.8925,-28.6931185071915,96.6926005525559
9497,Pivot,2021-05-02,277.007738794915,42.3602,-28.3468995343536,99.8207568780239
9497,Pivot,2021-05-04,277.419902554143,42.8656,-29.139049547366,101.298203706889
9497,Pivot,2021-05-06,269.918571555346,43.797,-27.4981589120735,105.659186459984
9497,Pivot,2021-05-07,275.411022893852,42.7212,-27.5676891030643,102.155220056537
9497,Pivot,2021-05-08,272.053206621657,43.9324,-25.7066378195164,105.094414042329
9497,Pivot,2021-05-10,279.70930407979,45.10475,-23.2911936599615,112.62887178512
9497,Pivot,2021-05-11,285.605304683654,48.45625,-23.1819077691509,120.683800603672
9497,Pivot,2021-05-12,266.945792597043,43.6986,-23.2576064213164,108.673139623735
9497,Pivot,2021-05-13,268.088486730095,46.2024,-23.397420470688,116.814895776092
9497,Pivot,2021-05-14,268.095652326079,43.6808,-25.3608438582062,111.414440170265
9497,Pivot,2021-05-16,269.668581154903,45.18125,-25.8189757673659,118.523965402838
9497,Pivot,2021-05-20,269.685148013652,42.3495,-27.0762184809652,107.225762635872
9497,Pivot,2021-05-21,268.698303610301,41.63425,-30.8694002223116,101.793956216972
9497,Pivot,2021-05-22,278.587464493009,44.33575,-26.7408579831189,105.626401004756
9497,Pivot,2021-06-20,279.772595387651,47.6432,-21.7911897790643,113.337006754295
9497,Pivot,2021-07-08,280.199728629847,45.5296,-24.1668550978783,110.032605596298
9497,Pivot,2021-07-17,273.262509123074,45.18625,-25.2004442575682,107.107311139385
9497,Pivot,2021-07-18,277.932816786911,43.88025,-24.9159883564722,105.841347826949
9556,Alero,2021-05-19,240.543763713998,38.054,-21.3241158747426,62.1392029265915
9556,Alero,2021-05-31,240.250733532062,35.8206,-26.0714823289506,73.1678187323665
9556,Alero,2021-06-09,237.90195667262,40.035,-20.9760640789602,85.8687799364315
9556,Alero,2021-06-17,246.81640411,40.5452,-23.1803679789962,85.7157346105023
9556,Alero,2021-07-17,235.671005419095,35.9882,-25.5302368730446,75.6235226458854
9556,Alero,2021-08-01,232.0048017424,35.3052,-28.1501349165591,77.2738778838244
10143,Alero,2021-09-05,242.547369360212,27.9346,-37.9739218915164,48.3195014045589
10685,Pivot,2021-02-18,262.918259035078,24.9614,-40.3777440688203,42.6513015279136
10685,Pivot,2021-02-23,264.098290400086,24.6578,-48.0759297351378,44.7499984971825
10685,Pivot,2021-02-26,276.483160552189,27.4726,-38.3532228705401,50.8217731622556
10685,Pivot,2021-03-03,261.614781873997,25.4098,-38.7018919560347,45.3150234111266
10685,Pivot,2021-03-06,276.329448152092,27.2946,-41.3623219737768,49.064465680864
10685,Pivot,2021-03-10,265.368595122133,25.733,-43.0243135303164,46.6883970738377
10685,Pivot,2021-03-16,270.435894770122,27.523,-37.0233853996827,49.3692193388273
10685,Pivot,2021-03-21,269.058114379089,26.8384,-37.4156911792047,49.5645416156265
10685,Pivot,2021-03-25,272.178372080114,27.4282,-37.8090397390531,51.2189705669287
10685,Pivot,2021-04-09,268.933150348017,29.3304,-28.807138363833,57.0953415798536
10685,Pivot,2021-04-27,275.537183383066,29.3828,-29.0039970383142,58.7419460582392
10685,Pivot,2021-05-16,283.463980280189,31.84275,-27.5762007553947,64.1441529388683
10685,Pivot,2021-05-19,274.354809650554,29.85175,-29.1555356439151,59.2921360935486
10685,Pivot,2021-05-21,273.271158802717,30.8292,-27.6493757642116,64.4842757165295
10685,Pivot,2021-06-20,273.17219354744,31.7145,-25.1940960565952,66.8827767533606
10685,Pivot,2021-06-30,270.61273653009,30.68625,-27.0757304173499,66.0626529141285
10685,Pivot,2021-07-20,274.838384062652,32.24925,-23.9530600246472,67.6564705420044
10685,Pivot,2021-08-08,276.091138792531,32.974,-22.6179472809468,71.1764057147619
11915,Alero,2021-02-25,280.918232401995,31.0602,-34.6834203545695,60.8554143216166
11915,Alero,2021-03-02,278.788082147989,31.9096,-32.7568479064455,64.11764087252
11915,Alero,2021-03-05,277.482817139192,32.1134,-33.9296888893253,62.882523041455
11915,Alero,2021-03-10,278.014510740095,31.352,-33.9202398554019,61.568857543081
11915,Alero,2021-03-28,283.400124308095,32.8066,-33.0614957272868,65.6590272641608
11915,Alero,2021-04-26,280.069868665969,35.207,-26.8250817487102,75.7970630713756
11915,Alero,2021-05-01,269.677666282397,33.3155,-27.9380482309698,70.571767750484
11915,Alero,2021-05-08,271.781828655044,35.2958,-23.7013283112983,74.1301310138801
11915,Alero,2021-05-10,284.361129318907,38.854,-25.0891167359693,81.6925870136766
11915,Alero,2021-05-16,286.023547933909,36.85975,-28.0103766256253,76.6607656598969
11915,Alero,2021-05-25,287.917972832097,37.9304,-25.3399696863054,84.3796865109801
11915,Alero,2021-08-10,272.032419652188,32.37,-26.5672165551577,67.4270108313238
11915,Alero,2021-09-06,282.575737691945,34.2836,-28.0774741095463,73.8592034071229
13160,Alero,2021-07-27,270.482272079762,32.4792,-40.6246774891123,62.2202792062994
15159,Pivot,2021-06-17,254.841235699891,38.183,-22.0929898286313,86.980265462476
15159,Pivot,2021-08-20,260.176189282419,36.264,-26.5788439560638,80.8719983609776
16500,Alero,2021-02-21,266.815693588159,36.3506,-38.7523211775741,71.1484732608368
16500,Alero,2021-02-23,261.614606948017,34.3618,-39.4295798364013,64.8538907048176
16500,Alero,2021-02-26,252.452813611927,36.5238,-29.1447268540704,72.4214569459919
16500,Alero,2021-03-01,258.651189756017,34.953,-34.8491181585016,68.0055491428418
16500,Alero,2021-03-05,250.947962530062,34.0046,-34.1260902639252,63.547593992962
16500,Alero,2021-03-11,262.214717500057,35.47325,-33.8742495173189,72.3768678224602
16500,Alero,2021-03-15,254.56518281795,33.4036,-33.8583170369193,66.3502690223615
16500,Alero,2021-03-23,256.623816080085,33.5984,-35.1617385130302,66.0042870334487
16500,Alero,2021-04-09,258.736981538074,35.033,-33.6005351880617,71.385468816693
16500,Alero,2021-04-30,255.540896627628,35.121,-32.9623190003036,72.7026032815888
16500,Alero,2021-05-02,265.294528985293,37.2558,-32.4598928976724,77.6671160759982
16500,Alero,2021-05-16,282.450458722438,43.739,-30.4495538647344,82.3443930821304
16500,Alero,2021-05-21,262.425417586395,37.16125,-30.9418055347255,72.2534654627148
16500,Alero,2021-07-21,263.361284500056,38.2386,-30.3157927394898,78.8460940845766
17376,Base,2021-01-26,233.411870915016,44.4316,-26.7322055188664,79.6546391903301
17376,Base,2021-02-26,246.838963313102,49.5322,-30.1119252283282,99.6608640266317
17376,Base,2021-03-09,256.412505448687,51.3378,-29.0052077995218,98.5997294007722
17376,Base,2021-03-12,253.888580048176,48.861,-30.2768620208081,99.8884802688713
17376,Base,2021-05-19,228.937016779817,50.8926,-18.7815272530194,101.821881431117
17376,Base,2021-05-26,239.8441376425,58.954,-16.108853088593,121.548362244197
17376,Base,2021-06-16,235.178129032123,55.3274,-16.0462968918895,105.107823800008
17376,Base,2021-07-21,236.797867840001,53.9148,-18.2860383850426,100.379394580157
17376,Base,2021-09-30,247.180250598002,53.6636,-20.3766401165204,106.604734392792
17548,Alero,2021-02-26,317.15952382337,36.9248333333333,-35.4873781053008,77.7556506496732
17548,Alero,2021-02-27,302.984809453111,37.4365,-26.822820898138,70.2573828591645
17548,Alero,2021-02-28,310.883932162102,38.5844,-29.0975527788181,80.0890263745117
30437,Alero,2021-04-09,249.114056259148,36.1908,-31.8794040466634,78.0937652204298
30437,Alero,2021-04-22,248.689263832116,36.4544,-30.8338472301937,79.4929911386844
30437,Alero,2021-04-25,237.922803408075,35.2164,-30.7245504523832,84.0094399658429
30437,Alero,2021-05-27,244.969920472391,42.8052,-23.9949642250287,94.5707685499258
30437,Alero,2021-05-30,242.043852495726,30.9878333333333,-13.1049123565143,94.3883076978703
30437,Alero,2021-06-03,242.68289890007,41.6786,-25.2628502097391,91.1106008214997
30437,Alero,2021-06-09,249.556747683489,40.7718,-28.7439346298449,91.2095710503374
30437,Alero,2021-07-09,250.685853184082,42.917,-25.9652575682243,93.435025035602
30437,Alero,2021-07-14,258.939236559085,45.5136,-28.5191151591512,99.494102826687
30437,Alero,2021-08-05,250.388242020175,45.2232,-28.9794161318035,105.554792229451
30437,Alero,2021-08-13,255.176036874172,43.4896,-29.392590789386,102.332271350163
30437,Alero,2021-08-16,261.055539869949,45.0564,-30.8855676488109,102.778062467629
30437,Alero,2021-08-24,253.625047860087,42.26,-30.5102087803776,93.6887369361332
65965,Pivot,2021-04-04,297.14279963989,39.367,-38.9042040483134,87.6973436716701
65965,Pivot,2021-04-28,299.543483225695,38.1385,-36.6249132412933,81.2950156769202
65965,Pivot,2021-05-14,299.087154112204,41.0352,-30.3891319397802,90.6412570755811
65965,Pivot,2021-05-27,305.365996360698,45.6308571428571,-24.3920460866541,113.349980308395
65965,Pivot,2021-05-30,305.437016345993,45.5484,-22.8049339486738,112.315450272854
65965,Pivot,2021-06-17,299.810776920206,44.0888,-23.6564154000057,111.494534129398
65965,Pivot,2021-07-07,317.020236900217,45.6486,-24.541788937901998,108.842616082777
65965,Pivot,2021-07-10,311.692435670195,43.9655,-25.5964776570554,103.545376952576
65965,Pivot,2021-07-15,306.775602908211,42.7294,-26.1013510339756,99.874653082093
65965,Pivot,2021-09-07,318.36907252222,45.1008,-24.7438522856636,113.080042963295
65965,Pivot,2021-09-18,318.995642200106,45.2066,-23.6325157590633,107.786251802038
66065,Base,2021-05-10,295.330958545994,46.6252,-22.7020873066941,95.7343544476129
66065,Base,2021-07-17,266.012451153656,40.7313333333333,-19.7856622708328,82.6033706532541
66065,Base,2021-07-21,286.267419912593,44.29925,-22.2581601773031,95.8966908901724
66065,Base,2021-09-11,284.898285219643,44.9933636363636,-21.7017630819143,96.1086994898708
66065,Base,2021-09-30,293.462182100001,43.865,-24.6185215319353,94.1597569174887
66112,Pivot,2021-02-25,285.762881724838,30.49775,-31.8558666663329,55.7934455244816
66112,Pivot,2021-02-26,283.477632302046,30.4506,-33.0629508325178,52.754106485071
66112,Pivot,2021-03-01,291.7278564081,31.4762,-32.5171008232676,56.4786364761218
66112,Pivot,2021-05-29,276.543655171251,30.10525,-27.9812465908414,52.2837912374047
66158,Base,2021-02-26,289.793255536174,36.304,-34.2959832363132,65.9899885345516
66158,Base,2021-03-23,285.789122164639,37.0664,-32.8772534402161,70.9371639449323
66158,Base,2021-04-02,278.254290864145,39.4642,-27.0009573828073,70.1399217590196
66158,Base,2021-04-06,277.356021999838,34.3142,-34.1886339883428,63.600696797126
66158,Base,2021-09-02,287.584989264197,37.633,-32.8572001846498,66.1612505940793
66158,Base,2021-09-07,270.531390079968,39.0786666666667,-25.3450268510316,73.9158338276149
66158,Base,2021-09-18,281.17271343984,39.60375,-28.9874182514075,79.2610795379009
66369,Alero,2021-02-24,315.142188607939,27.557,-33.1605929312348,48.8096526580933
66369,Alero,2021-02-26,321.099631699981,29.396,-32.7354781394973,52.635081428285
66369,Alero,2021-03-12,315.567983628218,29.4294,-30.4973553247975,51.8734226353802
66369,Alero,2021-03-25,315.250508718218,26.8394,-31.8326557588576,46.5684459913777
66369,Alero,2021-05-19,324.531937392225,28.7346,-39.1401574116848,50.7971898381606
66369,Alero,2021-05-29,308.7724588081,27.9332,-38.9045617683886,52.059249011155
66711,Alero,2021-05-19,370.464622735997,36.6942,-42.9800785973609,74.2052102521125
66711,Alero,2021-07-26,359.449697635246,35.3886,-45.3385737434853,71.6729261065001
66711,Alero,2021-08-02,367.35902264025,36.113,-41.8976908808855,72.1564913757054
66711,Alero,2021-08-09,373.881435248089,36.8836,-41.5513845511478,77.3367176985766
66711,Alero,2021-08-16,368.057789200186,37.3402,-40.4893623911822,77.7004285534738
66711,Alero,2021-08-23,379.28125598319,38.7808,-40.9826947469074,80.1504225165108
66711,Alero,2021-08-30,387.965417200127,38.3268,-43.1578636923549,77.5099358356279
66711,Alero,2021-09-06,382.816597360261,39.6426,-42.1895789711502,79.5742348109604
66711,Alero,2021-09-13,390.585075253268,39.7276,-42.0654521189962,83.8823759514662
66711,Alero,2021-09-20,378.330734283257,38.1552,-41.8338729892641,77.5726598240642
66711,Alero,2021-09-27,387.131164574263,39.2178,-43.8425178736915,82.0991959167318
66711,Alero,2021-10-04,388.280853516126,39.4534,-42.3725624878418,82.7831999279162
66867,Alero,2021-04-04,240.508790112166,34.7564,-33.2339860073614,64.9255814384954
66867,Alero,2021-04-26,245.67586890408,35.531,-33.6564764932299,66.2032787008952
66867,Alero,2021-05-07,245.892372215952,34.0522,-37.8144418950724,62.5198737089222
66867,Alero,2021-05-22,242.709006242166,36.0314,-33.7353307915399,67.1570018800655
66867,Alero,2021-05-27,250.656442222174,38.039,-31.7822894434215,70.5332648328147
66867,Alero,2021-05-29,243.291896766081,35.7644,-34.0134268071605,68.982072610545
66867,Alero,2021-06-09,241.617956926125,38.059,-29.7761021309833,74.7278765214557
66867,Alero,2021-06-18,249.029960404167,37.271,-34.6588389904554,69.7093723625663
66867,Alero,2021-09-07,253.565080134172,37.8128,-30.1919192981566,71.1482122964818
67254,Alero,2021-04-03,299.571233829836,40.2118,-24.6312933088483,80.5662436204161
67254,Alero,2021-04-05,330.539326461085,42.2632,-30.8342177914218,85.3877853875594
67254,Alero,2021-06-22,333.535793081698,38.6168,-30.2341641745841,78.9327452956369
